Scraped: 2024-11-11 
category: PRADA-BAGS 
product_id,brand,product_name,curr_price,listing_url,source
14565339-14397648,PRADA,EMBROIDERED FABRIC LARGE SYMBOLE SHOPPING BAG,2775,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-LARGE-SYMBOLE-SHOPPING-BAG/14397648/14565339/PRADA/,ITALIST
14565338-14397647,PRADA,EMBROIDERED FABRIC MICRO SYMBOLE HANDBAG,1945,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-MICRO-SYMBOLE-HANDBAG/14397647/14565338/PRADA/,ITALIST
14565337-14397646,PRADA,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,2580,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14397646/14565337/PRADA/,ITALIST
14563340-14395649,PRADA,CARAMEL LEATHER HANDBAG,2775,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/CARAMEL-LEATHER-HANDBAG/14395649/14563340/PRADA/,ITALIST
14558494-14390803,PRADA,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,2580,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14390803/14558494/PRADA/,ITALIST
14557360-14389669,PRADA,EMBROIDERED FABRIC SMALL SYMBOLE SHOPPING BAG,2580,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-SMALL-SYMBOLE-SHOPPING-BAG/14389669/14557360/PRADA/,ITALIST
14533201-14365510,PRADA,BLACK LEATHER CROSSBODY BAG,2189,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/BLACK-LEATHER-CROSSBODY-BAG/14365510/14533201/PRADA/,ITALIST
14533199-14365508,PRADA,BLACK LEATHER HANDBAG,2775,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/BLACK-LEATHER-HANDBAG/14365508/14533199/PRADA/,ITALIST
14520789-14353098,PRADA,EMBROIDERED FABRIC MICRO SYMBOLE HANDBAG,1945,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/EMBROIDERED-FABRIC-MICRO-SYMBOLE-HANDBAG/14353098/14520789/PRADA/,ITALIST
14517368-14349677,PRADA,WHITE LEATHER CLEO SHOULDER BAG,2580,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/WHITE-LEATHER-CLEO-SHOULDER-BAG/14349677/14517368/PRADA/,ITALIST
14517365-14349674,PRADA,SAND LEATHER SMALL PANIER HANDBAG,2872,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/SAND-LEATHER-SMALL-PANIER-HANDBAG/14349674/14517365/PRADA/,ITALIST
14506804-14339113,PRADA,BLACK RE-NYLON BUCKET BAG,1749,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/BLACK-RE-NYLON-BUCKET-BAG/14339113/14506804/PRADA/,ITALIST
14445475-14277784,PRADA,BLACK RE-NYLON CROSSBODY BAG,1701,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/BLACK-RE-NYLON-CROSSBODY-BAG/14277784/14445475/PRADA/,ITALIST
14421645-14253954,PRADA,KHAKI STRAW HANDBAG,1554,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/KHAKI-STRAW-HANDBAG/14253954/14421645/PRADA/,ITALIST
14385668-14217977,PRADA,MUD RE-NYLON LARGE RE-EDITION 1978 SHOPPING BAG,1701,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/MUD-RE-NYLON-LARGE-RE-EDITION-1978-SHOPPING-BAG/14217977/14385668/PRADA/,ITALIST
14747502-14579811,PRADA,PRADA ARQUÉ LEATHER SHOULDER BAG,2264,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/PRADA-ARQUE-LEATHER-SHOULDER-BAG/14579811/14747502/PRADA/,ITALIST
14602941-14435250,PRADA,PRADA MINI SAFFIANO BAG,1115,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/PRADA-MINI-SAFFIANO-BAG/14435250/14602941/PRADA/,ITALIST
14871392-14703701,PRADA,PRADA ARQUÈ SHOULDER BAG,2189,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/PRADA-ARQUE-SHOULDER-BAG/14703701/14871392/PRADA/,ITALIST
14867755-14700064,PRADA,HANDBAG,4240,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/HANDBAG/14700064/14867755/PRADA/,ITALIST
14853742-14686051,PRADA,RAFFIA TOTE BAG,1603,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/RAFFIA-TOTE-BAG/14686051/14853742/PRADA/,ITALIST
14831498-14663807,PRADA,BUCKET BAG,2287,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/BUCKET-BAG/14663807/14831498/PRADA/,ITALIST
14797556-14629865,PRADA,CARAMEL LEATHER CROSSBODY BAG,2091,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/CARAMEL-LEATHER-CROSSBODY-BAG/14629865/14797556/PRADA/,ITALIST
14795919-14628228,PRADA,BLACK LEATHER BUCKLE LARGE HANDBAG,4728,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/TOTES/BLACK-LEATHER-BUCKLE-LARGE-HANDBAG/14628228/14795919/PRADA/,ITALIST
14795547-14627856,PRADA,BLACK LEATHER CROSSBODY BAG,2091,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/BLACK-LEATHER-CROSSBODY-BAG/14627856/14795547/PRADA/,ITALIST
14794905-14627214,PRADA,BLACK LEATHER CROSSBODY BAG,1896,HTTPS://WWW.ITALIST.COM/US/WOMEN/BAGS/SHOULDER-BAGS/BLACK-LEATHER-CROSSBODY-BAG/14627214/14794905/PRADA/,ITALIST
